apelido,atleta_id,clube_id,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,status_id,variacao_num,A,CA,CV,DD,FC,FD,FF,FS,FT,G,GC,GS,I,PE,RB,SG
Mansur,381,289,1,0.4,Joeliton Lima Santos,0.4,2,3.72,1,7,-1.28,,,,,,,,2.0,,,,,,2.0,,
Guilherme Biteco,382,289,0,0.0,Guilherme Bitencourt da Silva,0.0,4,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Rayan,383,289,1,0.3,Rayan Poltronieri Pereira,0.3,3,2.96,1,7,-1.04,,,,,,,1.0,,,,,,1.0,,,
Alex Santana,384,289,0,0.0,Alex Paulo Menezes Santana,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Luan Viana,385,289,0,0.0,Luan Viana Patrocinio,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Neris,386,289,0,0.0,Hueglo Neris dos Santos,0.0,3,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Matheus Pereira,387,289,0,0.0,Matheus Pereira da Silva,0.0,4,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Diego,388,289,1,1.5,Diego Gonçalves,1.5,5,4.48,1,7,-0.52,,,,,,,,,,,,,,5.0,2.0,
Charles,389,289,0,0.0,Charles Luis Reiter,0.0,3,6.0,1,5,0.0,,,,,,,,,,,,,,,,
Leandro Vilela,390,289,1,2.5,Leandro Vilela Sales Teixeira,2.5,4,4.48,1,7,0.48,,1.0,,,3.0,,1.0,2.0,,,,,,1.0,3.0,
Rafael,391,289,0,0.0,José Rafael do Nascimento Santos,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Yago,392,282,1,-3.0,Yago Henrique Severino dos Santos,-3.0,4,0.69,1,6,-3.31,,1.0,,,2.0,,,,,,,,,,,
Vitor Feijão,393,289,0,0.0,Vitor Correia da Silva,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Fernandes,394,289,0,0.0,Lucas Fernandes,0.0,5,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Felipe Augusto,395,289,0,0.0,Felipe Augusto Ferreira Batista,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Alemão,396,289,1,1.1,Jucimar José Teixeira,1.1,2,4.89,1,7,-1.11,,,,,,,1.0,,,,,,,4.0,1.0,
Thiago Rodrigues,397,289,0,0.0,Thiago Rodrigues de Oliveira Nogueira,0.0,1,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Minho,398,289,0,0.0,Guilherme de Melo Silva,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Báez,399,289,1,-0.5,Marcelo David Báez Casco,-0.5,2,2.41,1,6,-1.59,,,,,1.0,,,,,,,,,,,
Richard,400,289,1,4.5,Richard de Oliveira da Costa,4.5,1,6.54,1,7,1.54,,,,2.0,,,,1.0,,,,1.0,,,,
Torito González,401,289,0,0.0,Jorge Daniel González Marquet,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Jhony,402,289,0,0.0,Jhony Douglas Santiago,0.0,4,3.0,1,5,0.0,,,,,,,,,,,,,,,,
Lucas Cândido,403,282,0,0.0,Lucas Cândido Silva,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Júnior,404,289,0,0.0,Ozealisson Santos Gomes,0.0,2,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Igor,405,289,0,0.0,Igor Aquino da Silva,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Hyuri,406,282,0,0.0,Hyuri Henrique de Oliveira Costa,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Jhonny Lucas,407,289,0,0.0,Jhonny Lucas Flora Barboza ,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel Pires,408,289,0,0.0,Gabriel Pires de Oliveira,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Wesley Dias,409,289,1,0.5,Wesley Dias Claudino,0.5,4,2.41,1,7,-0.59,,,,,3.0,,,4.0,,,,,,5.0,1.0,
Dodô,410,277,1,8.5,José Rodolfo Pires Ribeiro,8.5,2,12.75,1,7,2.75,,,,,,1.0,,1.0,,,,,,4.0,2.0,1.0
Murillo Lopes,411,289,0,0.0,Murillo Barbosa Lopes,0.0,1,2.0,1,6,0.0,,,,,,,,,,,,,,,,
David Braz,412,277,1,6.5,David Braz de Oliveira Filho,6.5,3,12.75,1,7,0.75,,,,,,,,,,,,,,,1.0,1.0
Rodrigo Carioca,413,289,0,0.0,Rodrigo Porto Bezerra,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Warley,414,289,0,0.0,Warley Armentano dos Santos,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Vanderlei,415,277,1,8.0,Vanderlei Farias da Silva,8.0,1,21.36,1,7,-1.64,,,,1.0,,,,,,,,,,,,1.0
Renato,416,277,0,0.0,Renato Dirnei Florêncio,0.0,4,9.0,1,6,0.0,,,,,,,,,,,,,,,,
Vitor Bueno,417,277,1,-0.3,Vitor Frezarin Bueno,-0.3,4,7.37,1,6,-3.63,,,,,,,,,,,,,,1.0,,
Leandro Donizete,418,327,0,0.0,Leandro Donizete Gonçalves da Silva,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Vecchio,419,277,0,0.0,Emiliano Gabriel Vecchio,0.0,4,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Vladimir,420,277,0,0.0,Vladimir Orlando Cardoso de Araújo Filho,0.0,1,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel,421,277,1,5.8,Gabriel Barbosa Almeida,5.8,5,15.02,1,7,-0.98,,,,,1.0,1.0,6.0,1.0,,,,,1.0,4.0,1.0,
Rafael Longuine,422,277,0,0.0,Rafael Vinicius Carvalho Longuine,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Daniel Guedes ,423,277,1,6.2,Daniel Guedes da Silva,6.2,2,9.09,1,7,2.09,,,,,,,,,,,,,,1.0,1.0,1.0
Caju,424,277,0,0.0,Wanderson de Jesus Martins,0.0,2,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Diogo Vitor,425,277,0,0.0,Diogo Vitor da Cruz,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Yuri,426,277,0,0.0,Yuri Oliveira Lima,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Jair Ventura,427,277,1,6.45,Jair Ventura,6.45,6,12.02,1,7,1.02,,,,,,,,,,,,,,,,
João Paulo,428,277,0,0.0,João Paulo Silva Martins,0.0,1,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Henrique,429,277,0,0.0,Bruno Henrique Pinto,0.0,5,18.0,1,5,0.0,,,,,,,,,,,,,,,,
John Victor,430,277,0,0.0,John Victor Maciel Furtado,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Diego Pituca,431,277,1,0.0,Diego Cristiano Evaristo,0.0,4,0.69,1,6,-0.31,,,,,,,,,,,,,,,,
Lucas Lourenço,432,277,0,0.0,Lucas Lourenço Andrade,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Arthur Gomes,433,277,1,0.0,Arthur Gomes Lourenço,0.0,5,3.44,1,6,-1.56,,,,,,,,,,,,,,,,
Yuri Alberto,434,277,0,0.0,Yuri Alberto Monteiro da Silva,0.0,5,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Veríssimo,435,277,1,8.5,Lucas Veríssimo da Silva,8.5,3,9.3,1,7,4.3,,,,,,,1.0,,,,,,,1.0,2.0,1.0
Gabriel Calabres,436,277,0,0.0,Gabriel Calabres Nunes,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Matheus Guedes,437,277,0,0.0,Matheus Gabriel Guedes Caetano,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Guilherme Nunes,438,277,0,0.0,Guilherme Nunes da Silva,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Emerson Barbosa,439,277,0,0.0,Emerson Barbosa Rodrigues Dos Santos,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Robson Bambu,440,277,0,0.0,Robson Alves de Barros,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Nenê,441,276,1,0.4,Anderson Luiz de Carvalho,0.4,4,7.85,1,7,-3.15,,,,,1.0,1.0,,,,,,,,1.0,,
Rodrygo,442,277,1,8.8,Rodrygo Silva de Goes,8.8,5,11.57,1,7,3.57,,,,,,1.0,,1.0,,1.0,,,,3.0,,
Hudson,443,276,1,4.8,Hudson Rodrigues dos Santos,4.8,4,8.82,1,6,0.82,,,,,4.0,1.0,,1.0,,,,,,3.0,4.0,
Bruno,444,276,0,0.0,Bruno Vieira do Nascimento,0.0,2,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Diego Souza,445,276,0,0.0,Diego Souza de Andrade,0.0,4,13.0,1,6,0.0,,,,,,,,,,,,,,,,
Anderson Martins,446,276,0,0.0,Anderson Vieira Martins,0.0,3,9.0,1,6,0.0,,,,,,,,,,,,,,,,
Edimar,447,276,0,0.0,Edimar Curitiba Fraga,0.0,2,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Régis,448,276,1,4.4,Régis Ribeiro de Souza,4.4,2,5.79,1,7,1.79,,1.0,,,2.0,,,,,,,,,2.0,2.0,1.0
Sidão,449,276,1,5.7,Sidney Aparecido Ramos da Silva,5.7,1,10.82,1,7,0.82,,1.0,,1.0,,,,,,,,,,1.0,,1.0
Jucilei,450,276,1,0.6,Jucilei da Silva,0.6,4,7.3,1,2,-2.7,,,,,4.0,,,1.0,,,,,,3.0,2.0,
Bruno Alves,451,276,1,12.2,Bruno Fabiano Alves,12.2,3,11.16,1,6,7.16,,,,,1.0,,,,,1.0,,,,1.0,,1.0
Reinaldo,452,276,0,0.0,Reinaldo Manoel da Silva,0.0,2,12.0,1,6,0.0,,,,,,,,,,,,,,,,
Diego Aguirre,453,276,1,5.46,Diego Vicente Aguirre Camblor,5.46,6,9.28,1,7,1.28,,,,,,,,,,,,,,,,
Rodrigo Caio,454,276,1,4.1,Rodrigo Caio Roquette Russo,4.1,3,11.09,1,7,-0.91,,,,,1.0,,,1.0,,,,,,3.0,,1.0
Petros,455,276,0,0.0,Petros Mateus dos Santos Araújo,0.0,4,10.0,1,2,0.0,,,,,,,,,,,,,,,,
Marcos Guilherme ,456,276,1,5.4,Marcos Guilherme de Almeida Santos Matos,5.4,5,11.99,1,6,-0.01,,,,,1.0,1.0,2.0,,,,,,1.0,3.0,3.0,
Cueva,457,276,1,5.7,Christian Alberto Cueva Bravo,5.7,4,13.57,1,7,-0.43,1.0,,,,1.0,,,3.0,,,,,,6.0,1.0,
Valdívia,458,276,1,3.0,Wanderson Ferreira de Oliveira,3.0,4,8.96,1,7,-1.04,,,,,2.0,,,2.0,,,,,,,2.0,
Júnior Santos,459,315,0,0.0,Natanael de Sousa Santos Júnior,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Carneiro,460,276,0,0.0,Gonzalo Rodrigo Carneiro Méndez,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Silva,461,315,0,0.0,Bruno da Silva Santos,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Jadson,462,264,0,0.0,Jadson Rodrigues da Silva,0.0,4,12.0,1,6,0.0,,,,,,,,,,,,,,,,
Morato,463,276,0,0.0,Andrew Erik Feitosa,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Fagner,464,264,1,0.5,Fagner Conserva Lemos,0.5,2,12.06,1,7,-4.94,,,,,,,,1.0,,,,,,10.0,2.0,
Cássio,465,264,1,0.7,Cássio Ramos,0.7,1,9.44,1,7,-3.56,,,,1.0,,,,,,,,1.0,,1.0,,
Lucca,466,285,0,0.0,Lucca Borges Brito,0.0,5,8.0,1,6,0.0,,,,,,,,,,,,,,,,
Emerson Sheik,467,264,1,6.5,Márcio Passos de Albuquerque,6.5,5,9.99,1,6,1.99,1.0,,,,,,,3.0,,,,,,,,
Henrique,468,264,1,2.8,Henrique Adriano Buss,2.8,3,8.82,1,2,-1.18,,,,,,,1.0,1.0,,,,,,,1.0,
Danilo,469,264,0,0.0,Danilo Gabriel de Andrade,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Cazares,470,282,1,5.1,Juan Ramón Cazares Sevillano,5.1,4,11.09,1,2,0.09,,,,,1.0,2.0,1.0,,,,,,,2.0,2.0,
Walter,471,264,0,0.0,Walter Leandro Capeloza Artune,0.0,1,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Vilson,472,264,0,0.0,Vilson Xavier de Meneses Junior,0.0,3,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Marquinhos Gabriel,473,264,0,0.0,Marcos Gabriel do Nascimento,0.0,4,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Júnior Dutra,474,264,0,0.0,Sérgio Dutra Júnior,0.0,5,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Paulo,475,264,0,0.0, Bruno Paulo Machado Barbosa,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Ralf,476,264,1,3.0,Ralf de Souza Telles,3.0,4,8.96,1,7,-1.04,,,,,1.0,,,1.0,,,,,,,2.0,
Fábio Carille,477,264,1,4.19,Fábio Luiz Carille de Araújo,4.19,6,12.53,1,7,-1.47,,,,,,,,,,,,,,,,
Gabriel,478,264,0,0.0,Gabriel Girotto Franco,0.0,4,11.0,1,6,0.0,,,,,,,,,,,,,,,,
Marllon,479,264,0,0.0,Marllon Gonçalves Jerônimo Borges,0.0,3,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Pedro Henrique,480,264,0,0.0,Pedro Henrique Ribeiro Gonçalves,0.0,3,6.0,1,2,0.0,,,,,,,,,,,,,,,,
Jean,481,263,0,0.0,Jean Carlos de Souza Irmer,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Paulo Roberto,482,264,0,0.0,Paulo Roberto da Silva,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Clayson,483,264,1,3.6,Clayson Henrique da Silva Vieira,3.6,5,8.68,1,7,-0.32,,,,,3.0,,1.0,2.0,,,,,,4.0,3.0,
Sidcley,484,264,1,1.5,Sidcley Ferreira Pereira,1.5,2,6.54,1,7,-1.46,,,,,1.0,,,1.0,,,,,,,1.0,
Balbuena,485,264,1,7.2,Fabián Cornelio Balbuena González,7.2,3,17.36,1,7,-0.64,,,,,1.0,,,1.0,,,,,,1.0,5.0,
Renê Júnior,486,264,1,-1.0,Renê dos Santos Júnior,-1.0,4,6.2,1,7,-3.8,,,,,3.0,,1.0,,,,,,,1.0,,
Matheus Vidotto,487,264,0,0.0,Matheus Caldeira Vidotto de Oliveira,0.0,1,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Kazim,488,264,0,0.0,Colin Kazim-Richards,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Ángel Romero,489,264,1,5.8,Ángel Rodrigo Romero Villamayor,5.8,5,10.2,1,7,1.2,1.0,,,,2.0,,2.0,1.0,,,,,,6.0,1.0,
Caíque França,490,264,0,0.0,Caíque França Godoy,0.0,1,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Pedrinho,491,264,1,-0.6,Pedro Victor Delmino da Silva,-0.6,4,3.72,1,6,-2.28,,,,,1.0,,,1.0,,,,,,2.0,,
Mateus Vital,492,264,1,-0.1,Mateus da Silva Vital Assumpção,-0.1,4,3.38,1,7,-1.62,,,,,,,1.0,,,,,,,3.0,,
Maycon,493,264,1,-0.3,Maycon de Andrade Barberan,-0.3,4,4.62,1,6,-2.38,,,,,,,,,,,,,,1.0,,
Léo Santos,494,264,0,0.0,Leonardo Rodrigues dos Santos,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Filipe,495,264,0,0.0,Filipe Gonçalves dos Santos,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Léo Principe,496,264,0,0.0,Leonardo Peixoto Principe,0.0,2,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Mantuan,497,264,0,0.0,Guilherme Mantuan,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Juninho Capixaba,498,264,0,0.0,Luis Antônio da Rocha Júnior,0.0,2,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Igor Campos,499,315,0,0.0,Igor Henrique Pereira de Campos,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Matheus Matias,500,264,0,0.0,Matheus Matias Ferreira,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Alison,501,277,1,3.3,Alison Lopes Ferreira,3.3,4,7.78,1,7,-0.22,,,,,1.0,,1.0,,,,,,,,2.0,
Gustavo Henrique,502,277,0,0.0,Gustavo Henrique Vernes,0.0,3,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Cléber Reis,503,289,0,0.0,Cléber Janderson Pereira Reis,0.0,3,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Luiz Felipe,504,277,0,0.0,Luiz Felipe do Nascimento dos Santos,0.0,3,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Eduardo Sasha,505,277,1,3.6,Eduardo Colcenti Antunes,3.6,5,9.37,1,7,-0.63,1.0,,,,2.0,,,1.0,,,,,,3.0,,
Léo Cittadini,506,277,1,6.5,Leonardo Cittadini,6.5,4,7.92,1,7,2.92,,,,,1.0,,2.0,,,,,,,2.0,4.0,
Jean Mota,507,277,1,5.5,Jean Mota Oliveira de Sousa,5.5,4,8.61,1,7,1.61,,,,,2.0,1.0,3.0,1.0,,,,,,7.0,3.0,
Copete,508,277,0,0.0,Jonathan Copete Valencia,0.0,5,9.0,1,6,0.0,,,,,,,,,,,,,,,,
Victor Ferraz,509,277,0,0.0,Victor Ferraz Macedo,0.0,2,11.0,1,6,0.0,,,,,,,,,,,,,,,,
Carlos Augusto,510,264,0,0.0,Carlos Augusto Zopalato Neves,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Fábio,511,283,1,1.0,Fábio Deivson Lopes Maciel,1.0,1,11.71,1,7,-4.29,,,,1.0,,,,,,,,1.0,,,,
Rafinha,512,283,0,0.0,Rafael da Silva Francisco,0.0,4,11.0,1,6,0.0,,,,,,,,,,,,,,,,
Mano Menezes,513,283,1,2.49,Luis Antônio Venker de Menezes,2.49,6,10.67,1,7,-2.33,,,,,,,,,,,,,,,,
Thiago Neves,514,283,1,1.7,Thiago Neves Augusto,1.7,4,17.71,1,7,-6.29,,,,,,2.0,,1.0,,,,,,4.0,,
Renan Lodi,515,293,0,0.0,Renan Augusto Lodi dos Santos,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Rafael Sobis,516,283,1,1.5,Rafael Augusto Sobis do Nascimento,1.5,5,6.54,1,7,-1.46,,,,,1.0,,1.0,,,,,,,1.0,1.0,
Henrique,517,283,1,6.8,Henrique Pacheco de Lima,6.8,4,11.57,1,7,1.57,,,,,,,2.0,2.0,,,,,,1.0,3.0,
Iago Maidana,518,282,0,0.0,Iago Justen Maidana Martins,0.0,3,4.0,1,5,0.0,,,,,,,,,,,,,,,,
Uilson,519,282,0,0.0,Uilson Pedruzzi de Oliveira,0.0,1,2.0,1,5,0.0,,,,,,,,,,,,,,,,
Marcinho,520,293,0,0.0,Marcio Antonio de Sousa Júnior,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel,521,282,1,-0.5,Gabriel Costa França,-0.5,3,7.92,1,7,-4.08,,,,,3.0,,,2.0,,,,,,,,
Fred,522,283,0,0.0,Frederico Chaves Guedes,0.0,5,16.0,1,5,0.0,,,,,,,,,,,,,,,,
Matheus Anjos,523,293,0,0.0,Matheus Aleksander dos Anjos,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Guimarães,524,293,1,5.2,Bruno Guimarães Rodriguez Moura,5.2,4,5.65,1,6,2.65,,,,,1.0,,,6.0,,,,,,1.0,2.0,
Matheusinho,525,327,0,0.0,Matheus Leonardo Sales Cardoso,0.0,4,4.0,1,5,0.0,,,,,,,,,,,,,,,,
Riuler,526,293,0,0.0,Riuler de Oliveira Faustino,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Marcelo,527,293,0,0.0,Marcelo dos Santos Rosa,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Guilherme Ribeiro,528,293,0,0.0,Guilherme Ribeiro Rend,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Caio,529,293,0,0.0,Caio Alan Tem Catem Gonçalves,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Alexsander,530,293,0,0.0,Alexsander Jhonatta de Oliveira Andrade,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Vitor Naum,531,293,0,0.0,Vitor Hugo Naum Dos Santos,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Daniel ,532,293,0,0.0,Daniel dos Santos Oliveira,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Leonardo Simas,533,293,0,0.0,Leonardo da Silva Simas,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Weverton Almeida,534,293,0,0.0,Weverton Almeida Silva,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Leite,535,293,0,0.0,Bruno da Silva Costa Leite,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Guto Ferreira,536,265,1,2.48,Augusto Sérgio Ferreira,2.48,6,6.53,1,7,-0.47,,,,,,,,,,,,,,,,
Demethryus,537,293,0,0.0,Demethryus Maciel Areias Nascimento,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel,538,293,0,0.0,Gabriel José Ferreira Mesquita,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Anderson,539,265,0,0.0,Anderson Pedro Nunes da Silva Campos,0.0,1,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Halter,540,293,0,0.0,Lucas Halter,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Kayke,541,265,0,0.0,Kayke Moreno de Andrade Rodrigues,0.0,5,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Nino Paraíba,542,265,1,7.2,Severino do Ramo Clementino da Silva,7.2,2,9.09,1,7,3.09,,,,,,,1.0,2.0,,,,,,2.0,4.0,
Nilton,543,265,0,0.0,Nílton Ferreira Júnior,0.0,4,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Jackson,544,265,0,0.0,Jackson de Souza,0.0,3,4.0,1,5,0.0,,,,,,,,,,,,,,,,
Lucas Perri,545,276,0,0.0,Lucas Estella Perri,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Jean,546,276,0,0.0,Jean Paulo Fernandes Filho,0.0,1,8.0,1,6,0.0,,,,,,,,,,,,,,,,
Elton,547,265,1,2.9,Elton Junior Melo Ataíde,2.9,4,6.13,1,7,0.13,,,,,3.0,,,1.0,,,,,,2.0,3.0,
Andrey,548,267,0,0.0,Andrey Ramos do Nascimento,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Arboleda,549,276,0,0.0,Robert Abel Arboleda Escobar,0.0,3,11.0,1,7,0.0,,,,,,,,,,,,,,,,
Júnior Tavares,550,276,1,5.0,Carlos Eugenio Júnior Tavares dos Santos,5.0,2,7.58,1,6,1.58,,1.0,,,1.0,,,2.0,,,,,,,1.0,1.0
Aderllan,551,276,0,0.0,Aderllan Leandro de Jesus Santos,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Caíque,552,276,0,0.0,Caique da Silva Maria,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Éder Militão,553,276,1,6.2,Éder Gabriel Militão,6.2,2,9.78,1,7,1.78,,1.0,,,1.0,,,2.0,,,,,,1.0,2.0,1.0
Lucas Fernandes,554,276,1,3.6,Lucas Fernandes da Silva,3.6,4,5.24,1,6,1.24,,,,,1.0,2.0,,1.0,,,,,,1.0,1.0,
Shaylon,555,276,0,0.0,Shaylon Kallyson Cardoso,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Araruna,556,276,0,0.0,Felipe Araruna Hoffman,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Igor Gomes,557,276,0,0.0,Igor Silveira Gomes,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Brenner,558,276,1,-1.0,Brenner Souza da Silva,-1.0,5,2.76,1,6,-2.24,,,,,1.0,,1.0,,,,,,2.0,1.0,,
Bissoli,559,276,0,0.0,Guilherme Bissoli Campos ,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Liziero,560,276,0,0.0,Igor Matheus Liziero Pereira ,0.0,2,3.0,1,7,0.0,,,,,,,,,,,,,,,,
Lucas Paes,561,276,0,0.0,Lucas Paes Souza,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Paulinho,562,276,0,0.0,Paulo Henrique Pereira da Silva,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel,563,276,0,0.0,Gabriel Davi Gomes Sara,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Durval,564,292,0,0.0,Severino dos Ramos Durval da Silva,0.0,3,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Paulo Henrique,565,276,0,0.0,Paulo Henrique Rolim de Genova,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Nelsinho Baptista,566,292,1,1.41,Nélson Baptista Júnior,1.41,6,5.79,1,7,-1.21,,,,,,,,,,,,,,,,
Anselmo,567,292,1,6.7,Anselmo de Moraes,6.7,4,10.13,1,7,2.13,,,,,2.0,,1.0,3.0,,,,,,2.0,4.0,
Fellipe Bastos,568,292,1,0.9,Fellipe Ramos Ignez Bastos,0.9,4,3.38,1,7,-0.62,,,,,1.0,1.0,1.0,,,,,,,2.0,,
Magrão,569,292,0,0.0,Alessandro Beti Rosa,0.0,1,10.0,1,5,0.0,,,,,,,,,,,,,,,,
Toró,570,276,0,0.0,Jonas Gabriel da Silva Nunes,0.0,5,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Michel,571,327,0,0.0,Michel Araújo Silvestre,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Ronaldo Alves,572,292,0,0.0,Ronaldo Luiz Alves,0.0,3,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Thomás,573,292,0,0.0,Thomás Jaguaribe Bedinelli,0.0,4,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Agenor,574,292,1,-6.0,Agenor Detofol,-6.0,1,0.69,1,7,-2.31,,,,,,,,,,,,3.0,,,,
Gabriel,575,292,1,1.2,Gabriel Santana Pinto,1.2,4,4.96,1,6,-1.04,,,,,,,1.0,2.0,,,,,,2.0,,
Neto Moura,576,292,0,0.0,Antônio Francisco Moura Neto,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Oswaldo Henríquez,577,292,0,0.0,Oswaldo José Henríquez Bocanegra,0.0,3,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Raul Prata,578,292,1,7.1,Raul Prata,7.1,2,9.02,1,7,3.02,,,,,,,,1.0,,,,,,3.0,5.0,
Otero,579,282,1,16.5,Rómulo Otero Vásquez,16.5,4,14.81,1,7,9.81,,,,,1.0,2.0,2.0,2.0,,1.0,,,1.0,,3.0,
