apelido,atleta_id,id_clubes,jogos_num,media_num,nome_atleta,pontos_num,posicao_id,preco_num,rodada_id,status_id,variacao_num,A,CA,CV,DD,FC,FD,FF,FS,FT,G,GC,GS,I,PE,RB,SG,nome_clube,abreviacao_clube,aproveitamento_mandante,aproveitamento_visitante,clube_casa_id,clube_visitante_id,nome_status,nome_posicao,abreviacao_posicao
Lucas Lima,332,275,1,"0,2",Lucas Rafael Araujo Lima,"0,2",4,"9,09",1,7,"-3,91",,,,,"2,0",,,,,,,,,"1,0","1,0",,Palmeiras,PAL,"['', '', '', '', 'e']","['', '', '', '', 'v']",275,285,Provável,Meia,mei
Thiago Martins,335,275,1,"-1,1",Thiago Martins Bueno,"-1,1",3,"4,75",1,7,"-3,25",,,,,"1,0",,,,,,,,,"2,0",,,Palmeiras,PAL,"['', '', '', '', 'e']","['', '', '', '', 'v']",275,285,Provável,Zagueiro,zag
Keno,339,275,1,"1,7",Marcos da Silva França,"1,7",5,"8,06",1,7,"-1,94",,,,,"3,0",,,"1,0",,,,,,"6,0","3,0",,Palmeiras,PAL,"['', '', '', '', 'e']","['', '', '', '', 'v']",275,285,Provável,Atacante,ata
Antônio Carlos ,360,275,1,"1,7",Antônio Carlos Cunha Capocasali Júnior,"1,7",3,"7,37",1,7,"-1,63",,,,,,,,"1,0",,,,,,"1,0","1,0",,Palmeiras,PAL,"['', '', '', '', 'e']","['', '', '', '', 'v']",275,285,Provável,Zagueiro,zag
Marcelo Grohe,219,284,1,"11,0",Marcelo Grohe,"11,0",1,"19,29",1,7,"2,29",,,,"2,0",,,,,,,,,,,,"1,0",Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Goleiro,gol
Cícero,221,284,1,"2,3",Cícero Santos,"2,3",4,"7,1",1,7,"-0,9",,,,,,"1,0",,"1,0",,,,,,"3,0","1,0",,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Meia,mei
Renato Gaúcho,223,284,1,"7,29",Renato Portaluppi,"7,29",6,"15,36",1,7,"0,36",,,,,,,,,,,,,,,,,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Técnico,tec
André,226,284,1,"6,1",André Felipe Ribeiro de Souza,"6,1",5,"12,47",1,7,"0,47",,,,,"4,0",,"1,0","1,0",,"1,0",,,"3,0","4,0","1,0",,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Atacante,ata
Maicon,228,284,1,"0,0",Maicon Thiago Pereira de Souza,"0,0",4,"6,2",1,7,"-2,8",,,,,"1,0",,,"1,0",,,,,,,,,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Meia,mei
Paulo Miranda,229,284,1,"5,1",Jonathan Doin,"5,1",3,"6,96",1,7,"1,96",,,,,"2,0",,,"1,0",,,,,,"3,0","1,0","1,0",Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Zagueiro,zag
Léo Moura,231,284,1,"9,2",Leonardo da Silva Moura,"9,2",2,"9,78",1,7,"4,78",,,,,"1,0",,,"4,0",,,,,,"1,0","2,0","1,0",Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Lateral,lat
Bruno Cortez,233,284,1,"10,0",Bruno Cortês Barbosa,"10,0",2,"13,09",1,7,"4,09",,,,,"2,0",,,"3,0",,,,,,"5,0","4,0","1,0",Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Lateral,lat
Everton,234,284,1,"10,0",Everton Sousa Soares,"10,0",5,"11,71",1,7,"4,71","1,0",,,,"1,0","1,0","1,0","1,0",,,,,,,"2,0",,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Atacante,ata
Ramiro,236,284,1,"2,9",Ramiro Moschen Benetti,"2,9",4,"8,2",1,7,"-0,8",,"1,0",,,"2,0",,,"1,0",,,,,,"2,0","4,0",,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Meia,mei
Pedro Geromel,237,284,0,"0,0",Pedro Tonon Geromel,"0,0",3,"20,0",1,7,"0,0",,,,,,,,,,,,,,,,,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Zagueiro,zag
Arthur,251,284,1,"11,7",Arthur Henrique Ramos de Oliveira Melo,"11,7",4,"16,33",1,7,"4,33",,,,,,,,"6,0",,,,,,"1,0","6,0",,Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Provável,Meia,mei
Kannemann,291,284,1,"1,9",Walter Kannemann,"1,9",3,"10,95",1,3,"-3,05",,,"1,0",,"2,0",,,"1,0",,,,,,"2,0","2,0","1,0",Grêmio,GRE,"['', '', '', '', 'v']","['', '', '', '', 'v']",284,293,Suspenso,Zagueiro,zag
Carlos Eduardo,355,289,1,"2,4",Carlos Eduardo Marques,"2,4",4,"5,1",1,7,"0,1",,,,,,,"1,0","2,0",,,,,,"3,0","1,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Meia,mei
Rogério Micale,359,289,1,"1,49",Mário Rogério Reis Micale ,"1,49",6,"3,78",1,7,"-0,22",,,,,,,,,,,,,,,,,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Técnico,tec
Mansur,381,289,1,"0,4",Joeliton Lima Santos,"0,4",2,"3,72",1,7,"-1,28",,,,,,,,"2,0",,,,,,"2,0",,,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Lateral,lat
Rayan,383,289,1,"0,3",Rayan Poltronieri Pereira,"0,3",3,"2,96",1,7,"-1,04",,,,,,,"1,0",,,,,,"1,0",,,,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Zagueiro,zag
Diego,388,289,1,"1,5",Diego Gonçalves,"1,5",5,"4,48",1,7,"-0,52",,,,,,,,,,,,,,"5,0","2,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Atacante,ata
Charles,389,289,0,"0,0",Charles Luis Reiter,"0,0",3,"6,0",1,5,"0,0",,,,,,,,,,,,,,,,,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Contundido,Zagueiro,zag
Leandro Vilela,390,289,1,"2,5",Leandro Vilela Sales Teixeira,"2,5",4,"4,48",1,7,"0,48",,"1,0",,,"3,0",,"1,0","2,0",,,,,,"1,0","3,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Meia,mei
Alemão,396,289,1,"1,1",Jucimar José Teixeira,"1,1",2,"4,89",1,7,"-1,11",,,,,,,"1,0",,,,,,,"4,0","1,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Lateral,lat
Richard,400,289,1,"4,5",Richard de Oliveira da Costa,"4,5",1,"6,54",1,7,"1,54",,,,"2,0",,,,"1,0",,,,"1,0",,,,,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Goleiro,gol
Jhony,402,289,0,"0,0",Jhony Douglas Santiago,"0,0",4,"3,0",1,5,"0,0",,,,,,,,,,,,,,,,,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Contundido,Meia,mei
Wesley Dias,409,289,1,"0,5",Wesley Dias Claudino,"0,5",4,"2,41",1,7,"-0,59",,,,,"3,0",,,"4,0",,,,,,"5,0","1,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Meia,mei
Caio Henrique,683,289,1,"-0,4",Caio Henrique Oliveira Silva,"-0,4",4,"2,48",1,7,"-1,52",,,,,"3,0",,"1,0",,,,,,,"4,0","1,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Meia,mei
Jesiel,690,289,1,"1,5",Jesiel Cardoso Miranda,"1,5",3,"3,1",1,7,"0,1",,,,,,,,,,,,,,,"1,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Zagueiro,zag
Silvinho,693,289,1,"1,6",Silvio José Cardoso Reis Junior,"1,6",5,"3,86",1,7,"-0,14",,,,,"3,0","1,0",,"2,0",,,,,,"2,0","1,0",,Paraná,PAR,"['', '', '', '', 'd']","['', '', '', '', 'v']",289,264,Provável,Atacante,ata
Ricardo Oliveira,362,282,1,"-1,0",Ricardo de Oliveira,"-1,0",5,"2,76",1,7,"-2,24",,,,,"3,0",,"2,0","1,0",,,,,"2,0","2,0",,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Atacante,ata
Fábio Santos,363,282,1,"-2,0",Fábio Santos Romeu,"-2,0",2,"5,51",1,2,"-4,49",,"1,0",,,"1,0",,,"1,0",,,,,,"5,0","1,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Dúvida,Lateral,lat
Patric,370,282,1,"-0,8",Patric Cabral Lalau,"-0,8",2,"4,27",1,7,"-2,73",,,,,"2,0",,,"1,0",,,,,,"6,0","1,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Lateral,lat
Victor,371,282,1,"4,1",Victor Leandro Bagy,"4,1",1,"12,47",1,7,"-1,53",,,,"3,0",,,,,,,,"2,0",,"3,0",,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Goleiro,gol
Luan,373,282,1,"11,1",Luan Madson Gedeão De Paiva,"11,1",5,"13,16",1,7,"5,16",,,,,,,,,,,,,,"3,0","8,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Atacante,ata
Samuel Xavier,376,282,0,"0,0",Samuel Xavier Brito,"0,0",2,"5,0",1,2,"0,0",,,,,,,,,,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Dúvida,Lateral,lat
Elias,377,282,1,"1,1",Elias Mendes Trindade,"1,1",4,"9,02",1,7,"-2,98",,,,,,,,"1,0",,,,,,"3,0","1,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Meia,mei
Clayton,378,282,0,"0,0",Clayton Silveira da Silva,"0,0",5,"6,0",1,5,"0,0",,,,,,,,,,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Contundido,Atacante,ata
Cazares,470,282,1,"5,1",Juan Ramón Cazares Sevillano,"5,1",4,"11,09",1,2,"0,09",,,,,"1,0","2,0","1,0",,,,,,,"2,0","2,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Dúvida,Meia,mei
Iago Maidana,518,282,0,"0,0",Iago Justen Maidana Martins,"0,0",3,"4,0",1,5,"0,0",,,,,,,,,,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Contundido,Zagueiro,zag
Uilson,519,282,0,"0,0",Uilson Pedruzzi de Oliveira,"0,0",1,"2,0",1,5,"0,0",,,,,,,,,,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Contundido,Goleiro,gol
Gabriel,521,282,1,"-0,5",Gabriel Costa França,"-0,5",3,"7,92",1,7,"-4,08",,,,,"3,0",,,"2,0",,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Zagueiro,zag
Otero,579,282,1,"16,5",Rómulo Otero Vásquez,"16,5",4,"14,81",1,7,"9,81",,,,,"1,0","2,0","2,0","2,0",,"1,0",,,"1,0",,"3,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Meia,mei
Gustavo Blanco,702,282,1,"15,4",Gustavo Blanco Petersen Macedo,"15,4",4,"12,68",1,7,"9,68","1,0",,,,"3,0","2,0",,"1,0","1,0",,,,,,"4,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Meia,mei
Tomás Andrade,707,282,0,"0,0",Tomás Gustavo Andrade,"0,0",4,"5,0",1,2,"0,0",,,,,,,,,,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Dúvida,Meia,mei
Bremer,710,282,1,"-0,1",Gleison Bremer Silva Nascimento,"-0,1",3,"2,69",1,7,"-1,31",,"1,0",,,"2,0",,,"1,0",,,,,,"2,0","2,0",,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Zagueiro,zag
Thiago Larghi,781,282,1,"4,15",Thiago Larghi,"4,15",6,"6,3",1,7,"1,3",,,,,,,,,,,,,,,,,Atlético-MG,ATL,"['', '', '', '', 'd']","['', '', '', '', 'e']",282,287,Provável,Técnico,tec
